time,data,Grams,Newtons,multiplier,offset
54162,-476848,31.89872,,0.00111,561.2
54246,-478390,30.1871,,0.00111,561.2
54330,-478550,30.0095,,0.00111,561.2
54414,-478567,29.99063,,0.00111,561.2
54498,-478504,30.06056,,0.00111,561.2
54582,-478443,30.12827,,0.00111,561.2
54667,-478506,30.05834,,0.00111,561.2
54751,-478642,29.90738,,0.00111,561.2
54835,-478702,29.84078,,0.00111,561.2
54919,-478676,29.86964,,0.00111,561.2
55003,-478615,29.93735,,0.00111,561.2
55087,-478689,29.85521,,0.00111,561.2
55172,-478631,29.91959,,0.00111,561.2
55256,-478539,30.02171,,0.00111,561.2
55340,-478509,30.05501,,0.00111,561.2
55424,-478511,30.05279,,0.00111,561.2
55508,-478586,29.96954,,0.00111,561.2
55593,-478627,29.92403,,0.00111,561.2
55677,-478696,29.84744,,0.00111,561.2
55761,-478820,29.7098,,0.00111,561.2
55845,-478790,29.7431,,0.00111,561.2
55929,-478965,29.54885,,0.00111,561.2
56013,-479108,29.39012,,0.00111,561.2
56098,-479179,29.31131,,0.00111,561.2
56182,-479204,29.28356,,0.00111,561.2
56266,-479239,29.24471,,0.00111,561.2
56350,-479215,29.27135,,0.00111,561.2
56434,-479215,29.27135,,0.00111,561.2
56518,-479242,29.24138,,0.00111,561.2
56603,-479301,29.17589,,0.00111,561.2
56687,-479301,29.17589,,0.00111,561.2
56771,-479517,28.93613,,0.00111,561.2
56855,-479541,28.90949,,0.00111,561.2
56939,-479362,29.10818,,0.00111,561.2
57023,-479315,29.16035,,0.00111,561.2
57108,-479484,28.97276,,0.00111,561.2
57192,-479576,28.87064,,0.00111,561.2
57276,-479422,29.04158,,0.00111,561.2
57360,-479329,29.14481,,0.00111,561.2
57444,-479409,29.05601,,0.00111,561.2
57529,-479565,28.88285,,0.00111,561.2
57613,-479634,28.80626,,0.00111,561.2
57697,-479659,28.77851,,0.00111,561.2
57781,-479750,28.6775,,0.00111,561.2
57865,-479743,28.68527,,0.00111,561.2
57949,-479777,28.64753,,0.00111,561.2
58034,-479716,28.71524,,0.00111,561.2
58118,-479813,28.60757,,0.00111,561.2
58202,-480075,28.31675,,0.00111,561.2
58286,-480209,28.16801,,0.00111,561.2
58370,-480319,28.04591,,0.00111,561.2
58455,-480323,28.04147,,0.00111,561.2
58539,-480366,27.99374,,0.00111,561.2
58623,-480334,28.02926,,0.00111,561.2
58707,-480292,28.07588,,0.00111,561.2
58791,-480231,28.14359,,0.00111,561.2
58875,-480459,27.89051,,0.00111,561.2
58960,-480603,27.73067,,0.00111,561.2
59044,-480593,27.74177,,0.00111,561.2
59128,-480464,27.88496,,0.00111,561.2
59212,-480431,27.92159,,0.00111,561.2
59296,-480632,27.69848,,0.00111,561.2
59381,-480667,27.65963,,0.00111,561.2
59465,-480482,27.86498,,0.00111,561.2
59549,-480351,28.01039,,0.00111,561.2
59633,-480173,28.20797,,0.00111,561.2
59717,-480114,28.27346,,0.00111,561.2
59801,-480203,28.17467,,0.00111,561.2
59886,-480385,27.97265,,0.00111,561.2
59970,-480504,27.84056,,0.00111,561.2
60054,-480484,27.86276,,0.00111,561.2
60138,-480581,27.75509,,0.00111,561.2
60222,-480637,27.69293,,0.00111,561.2
60307,-480683,27.64187,,0.00111,561.2
60391,-480600,27.734,,0.00111,561.2
60475,-480578,27.75842,,0.00111,561.2
60559,-480622,27.70958,,0.00111,561.2
60643,-480571,27.76619,,0.00111,561.2
60727,-480642,27.68738,,0.00111,561.2
60812,-480707,27.61523,,0.00111,561.2
60896,-480592,27.74288,,0.00111,561.2
60980,-480314,28.05146,,0.00111,561.2
61064,-480395,27.96155,,0.00111,561.2
61148,-480614,27.71846,,0.00111,561.2
61233,-480728,27.59192,,0.00111,561.2
61317,-480601,27.73289,,0.00111,561.2
61401,-480474,27.87386,,0.00111,561.2
61485,-480439,27.91271,,0.00111,561.2
